run_id,experiment_id,system,workload,numeric_semantics,implementation_mode,target_mhz,status,validation_pass,first_output_cycles,completion_cycles,steady_interval_cycles,transforms_streamed,lut,ff,dsp,bram_18k_equiv,bram_36k,bram_18k,uram,wns_ns,tns_ns,unrouted,hls_wall_s,synth_s,place_s,route_s,total_wall_s,interface,unroll_factor,report_paths,failure_reason,transform_size,config,ordering,stimulus,seeds,transforms_completed,cosim_wall_s,max_abs_error,max_norm_error,run_by,notes
hpfft-derived_n512_UF16_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,32>>, 2048-bit data each way = 32 complex float32 samples per beat, 16 beats per transform; block control ap_ctrl_hs",16,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),512,UF16,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF16_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,321,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,32>>, 2048-bit data each way = 32 complex float32 samples per beat, 16 beats per transform; block control ap_ctrl_hs",16,,"P&R deferred: optional extra, HLS estimate 314080 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 036_pnr_n512_UF16 in queue_pnr/deferred)",512,UF16,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF2_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,1425,1552,138.0,32,,,,,,,,,,,59,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,4>>, 256-bit data each way = 4 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",2,"hpfft/reports/hpfft-derived_n512_UF2_cosim,hpfft/validation/hpfft-derived_n512_UF2_cosim",,512,UF2,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,399,1.764e-05,1.925e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 138, min 138, max 138); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 5692 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft-derived_n512_UF2_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,ok,,,,,,53506,42133,156,132,56,20,0,0.243,0.0,0,59,375,469,183,1152,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,4>>, 256-bit data each way = 4 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",2,hpfft/reports/hpfft-derived_n512_UF2_pnr,,512,UF2,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,this_agent,"opt 48 s, phys_opt 12 s; 0 failing of 110404 endpoints; WHS 0.009 ns; routable nets 100180, routing errors 0"
hpfft-derived_n512_UF32_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,64>>, 4096-bit data each way = 64 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",32,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),512,UF32,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF32_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,794,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,64>>, 4096-bit data each way = 64 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",32,,"P&R deferred: optional extra, HLS estimate 619588 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 039_pnr_n512_UF32 in queue_pnr/deferred)",512,UF32,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF4_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,984,1047,264.0,32,,,,,,,,,,,91,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 64 beats per transform; block control ap_ctrl_hs",4,"hpfft/reports/hpfft-derived_n512_UF4_cosim,hpfft/validation/hpfft-derived_n512_UF4_cosim",,512,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,491,1.764e-05,1.925e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 264, min 264, max 264); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 8967 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft-derived_n512_UF4_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,ok,,,,,,100516,77495,294,332,160,12,0,0.074,0.0,0,91,632,786,510,2130,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 64 beats per transform; block control ap_ctrl_hs",4,hpfft/reports/hpfft-derived_n512_UF4_pnr,,512,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,this_agent,"opt 86 s, phys_opt 22 s; 0 failing of 185429 endpoints; WHS 0.009 ns; routable nets 188298, routing errors 0"
hpfft-derived_n512_UF8_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,533,564,105.0,32,,,,,,,,,,,174,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,16>>, 1024-bit data each way = 16 complex float32 samples per beat, 32 beats per transform; block control ap_ctrl_hs",8,"hpfft/reports/hpfft-derived_n512_UF8_cosim,hpfft/validation/hpfft-derived_n512_UF8_cosim",,512,UF8,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,653,1.764e-05,1.925e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 105, min 105, max 105); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 3714 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft-derived_n512_UF8_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,timing_fail,,,,,,219844,154933,519,272,128,16,0,-0.278,-526.193,0,174,1184,1808,2174,5649,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,16>>, 1024-bit data each way = 16 complex float32 samples per beat, 32 beats per transform; block control ap_ctrl_hs",8,hpfft/reports/hpfft-derived_n512_UF8_pnr,"routed, but WNS -0.278 ns < 0 at 3.333 ns (6219 failing endpoints, TNS -526.193 ns): not a 300 MHz result; fmax ~ 276.9 MHz",512,UF8,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,this_agent,"opt 179 s, phys_opt 141 s; 6219 failing of 487449 endpoints; WHS 0.007 ns; routable nets 393399, routing errors 0"
hpfft-derived_n512_no_StagePipeline_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words, 2 ports each); ap_ctrl_hs",,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),512,no_StagePipeline,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_no_StagePipeline_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,45,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words, 2 ports each); ap_ctrl_hs",,,"P&R deferred: optional extra, HLS estimate 3058 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 033_pnr_n512_no_StagePipeline in queue_pnr/deferred)",512,no_StagePipeline,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_original_C_style_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words); ap_ctrl_hs",,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),512,original_C_style,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_original_C_style_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,44,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words); ap_ctrl_hs",,,"P&R deferred: optional extra, HLS estimate 19508 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 034_pnr_n512_original_C_style in queue_pnr/deferred)",512,original_C_style,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
